Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Subodh Balavant PATIL POSITION,Subodh Balavant PATIL LAP TIME,Subodh Balavant PATIL ELAPSED TIME
1,12.310,12.310,3,12.834,12.834,2,12.420,12.420,4,13.347,13.347
1,9.577,21.887,3,9.594,22.427,2,9.677,22.097,4,10.658,24.005
3,10.066,31.953,2,9.347,31.774,1,9.664,31.760,4,10.662,34.666
3,10.361,42.314,2,10.454,42.227,1,10.320,42.079,4,10.944,45.610
3,10.230,52.543,2,9.988,52.215,1,10.127,52.205,4,11.080,56.689
3,9.955,1:02.498,1,9.707,1:01.922,2,9.885,1:02.090,4,11.507,1:08.196
3,9.931,1:12.428,1,9.815,1:11.736,2,9.685,1:11.775,4,11.585,1:19.780
3,10.024,1:22.451,2,9.522,1:21.257,1,9.446,1:21.220,4,12.096,1:31.876
3,10.36,1:32.811,2,9.57,1:30.825,1,9.53,1:30.745,4,12.78,1:44.648
