HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME
1,7.47,7.47,2,7.68,7.68,4,8.29,8.29,3,8.04,8.04
1,9.88,17.35,2,9.84,17.52,4,9.85,18.14,3,9.94,17.98
1,9.59,26.94,2,9.51,27.03,4,9.57,27.71,3,9.58,27.56
1,9.89,36.83,2,9.83,36.86,4,9.62,37.33,3,9.69,37.25
2,10.22,47.043,1,10.16,47.020,4,10.01,47.331,3,9.91,47.154
