Petia GEORGIEVA POSITION,Petia GEORGIEVA LAP TIME,Petia GEORGIEVA ELAPSED TIME,ZHANG Qichao POSITION,ZHANG Qichao LAP TIME,ZHANG Qichao ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,Skylar Mc CORMICK POSITION,Skylar Mc CORMICK LAP TIME,Skylar Mc CORMICK ELAPSED TIME,Barbara TRESZNER POSITION,Barbara TRESZNER LAP TIME,Barbara TRESZNER ELAPSED TIME
5,8.610,8.610,3,8.272,8.272,1,8.013,8.013,4,8.380,8.380,2,8.212,8.212
5,11.123,19.733,1,9.579,17.851,2,10.498,18.511,3,10.437,18.817,4,10.607,18.819
5,10.524,30.257,1,9.500,27.351,2,10.055,28.566,3,9.925,28.742,4,10.163,28.982
5,10.894,41.151,1,9.678,37.029,2,10.172,38.738,3,10.208,38.950,4,10.185,39.167
5,10.870,52.022,1,10.013,47.042,2,10.646,49.384,3,10.655,49.605,4,10.547,49.715
