Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
4,14.21,14.21,2,14.02,14.02,1,13.96,13.96,3,14.09,14.09
4,10.48,24.69,1,10.33,24.35,2,10.50,24.46,3,10.51,24.60
4,10.27,34.96,1,10.30,34.65,2,10.27,34.73,3,10.24,34.84
4,9.98,44.94,2,10.00,44.65,1,9.91,44.64,3,9.99,44.83
4,9.42,54.36,2,9.51,54.16,1,9.41,54.05,3,9.44,54.27
4,9.37,1:03.73,2,9.36,1:03.52,1,9.38,1:03.43,3,9.35,1:03.62
4,9.15,1:12.88,3,9.20,1:12.72,1,9.20,1:12.63,2,9.08,1:12.70
4,9.11,1:21.99,3,9.23,1:21.95,1,9.10,1:21.73,2,9.14,1:21.84
3,9.12,1:31.106,4,9.49,1:31.437,1,9.11,1:30.839,2,9.02,1:30.859
