PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,KIM Hae Bin POSITION,KIM Hae Bin LAP TIME,KIM Hae Bin ELAPSED TIME,MASCITTO Cynthia POSITION,MASCITTO Cynthia LAP TIME,MASCITTO Cynthia ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
1,14.04,14.04,3,14.21,14.21,2,14.18,14.18,4,14.35,14.35
1,10.37,24.41,2,10.31,24.52,3,10.42,24.60,4,10.39,24.74
1,10.37,34.78,2,10.37,34.89,3,10.38,34.98,4,10.35,35.09
1,10.22,45.00,2,10.24,45.13,3,10.24,45.22,4,10.23,45.32
1,10.14,55.14,2,10.10,55.23,3,10.10,55.32,4,10.12,55.44
1,10.04,1:05.18,2,10.01,1:05.24,3,10.01,1:05.33,4,10.04,1:05.48
1,10.04,1:15.22,2,10.06,1:15.30,3,10.08,1:15.41,4,10.09,1:15.57
1,10.06,1:25.28,2,10.07,1:25.37,3,10.06,1:25.47,4,10.02,1:25.59
1,10.14,1:35.42,2,10.09,1:35.46,3,10.08,1:35.55,4,10.01,1:35.60
