Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,13.02,13.02,2,13.12,13.12,3,13.14,13.14,4,13.14,13.14
2,10.57,23.59,3,10.48,23.61,4,10.55,23.69,1,10.43,23.57
2,10.05,33.64,3,10.18,33.79,4,10.14,33.83,1,9.86,33.44
2,10.38,44.02,3,10.26,44.05,4,10.36,44.19,1,10.40,43.85
2,10.11,54.13,3,10.17,54.23,4,10.14,54.34,1,10.15,54.00
2,9.53,1:03.67,3,9.74,1:03.97,4,9.70,1:04.04,1,9.62,1:03.63
2,9.42,1:13.09,4,9.47,1:13.45,3,9.23,1:13.28,1,9.42,1:13.05
2,9.60,1:22.70,4,9.97,1:23.42,3,9.47,1:22.75,1,9.52,1:22.58
1,9.62,1:32.319,4,10.16,1:33.577,3,9.69,1:32.440,2,9.76,1:32.334
