MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME
3,13.58,13.58,2,13.53,,4,13.77,13.77,1,13.47,13.47
3,9.87,23.45,2,9.79,,4,9.80,23.57,1,9.81,23.28
3,9.59,33.04,2,9.58,,4,9.59,33.16,1,9.56,32.84
3,9.19,42.23,1,9.14,,4,9.28,42.44,2,9.27,42.11
3,9.63,51.86,1,9.60,,4,9.66,52.10,2,9.57,51.68
3,9.16,1:01.02,1,9.18,,4,9.46,1:01.56,2,9.20,1:00.88
3,9.22,1:10.24,1,9.27,,4,9.65,1:11.21,2,9.31,1:10.19
3,9.44,1:19.68,2,9.57,,4,10.12,1:21.33,1,9.33,1:19.52
2,9.39,1:29.07,3,9.69,,3,10.75,1:32.068,1,9.37,1:28.89
