Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Matthew WILSON POSITION,Matthew WILSON LAP TIME,Matthew WILSON ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
1,7.076,7.076,2,7.148,7.148,4,7.372,7.372,3,7.333,7.333
3,9.790,16.866,1,9.443,16.591,2,9.287,16.658,4,18.607,25.939
2,8.804,25.669,3,10.309,26.900,1,8.746,25.404,4,20.526,46.465
2,9.015,34.683,3,8.276,35.176,1,8.955,34.359,4,13.525,59.990
2,9.67,44.353,3,9.76,44.934,1,9.57,43.921,4,15.53,1:15.512
