KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,Alex BRYANT POSITION,Alex BRYANT LAP TIME,Alex BRYANT ELAPSED TIME,Artem KHMELIVSKYI POSITION,Artem KHMELIVSKYI LAP TIME,Artem KHMELIVSKYI ELAPSED TIME
2,7.09,7.09,1,6.90,6.90,3,7.17,7.17,4,7.56,7.56
2,8.98,16.07,1,9.01,15.91,3,9.12,16.29,4,9.31,16.87
2,8.62,24.69,1,8.59,24.50,3,8.69,24.98,4,8.93,25.80
2,8.63,33.32,1,8.74,33.24,3,8.81,33.79,4,9.13,34.93
2,9.14,42.46,1,9.12,42.36,3,9.04,42.833,4,9.35,44.282
