Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Vincent COURNOYER POSITION,Vincent COURNOYER LAP TIME,Vincent COURNOYER ELAPSED TIME
1,6.86,6.86,2,7.03,7.03,4,7.33,7.33,3,7.18,7.18
1,8.95,15.81,2,8.95,15.98,4,9.03,16.36,3,8.88,16.06
1,8.45,24.26,2,8.45,24.43,4,8.43,24.79,3,8.47,24.53
1,8.69,32.95,2,8.60,33.03,4,8.53,33.32,3,8.58,33.11
1,8.90,41.850,3,8.94,41.966,4,8.71,42.021,2,8.83,41.931
