Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
1,12.790,12.790,3,13.280,13.280,4,13.540,13.540,2,12.890,12.890
1,10.070,22.860,3,9.990,23.280,4,9.970,23.510,2,10.130,23.030
1,8.960,31.830,3,9.460,32.740,4,9.430,32.950,2,9.690,32.720
1,9.710,41.550,3,9.730,42.480,4,9.590,42.550,2,9.110,41.840
1,10.050,51.610,3,9.470,51.950,4,9.550,52.100,2,9.840,51.680
1,9.340,1:00.950,3,9.910,1:01.870,4,9.950,1:02.060,2,9.550,1:01.240
1,9.380,1:10.330,3,9.240,1:11.120,4,9.550,1:11.620,2,9.840,1:11.080
1,9.160,1:19.490,4,10.230,1:21.350,3,9.600,1:21.230,2,9.640,1:20.730
1,9.950,1:29.450,4,10.730,1:32.080,3,10.560,1:31.790,2,9.890,1:30.630
