CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.25,7.25,3,7.57,7.57,2,7.39,7.39
1,9.25,16.50,3,9.49,17.06,2,9.33,16.72
1,8.70,25.20,3,8.81,25.87,2,8.90,25.62
1,8.92,34.12,3,8.97,34.84,2,9.06,34.68
1,9.14,43.26,3,9.19,44.032,2,9.29,43.97
