LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,HO Hao-Hsiang POSITION,HO Hao-Hsiang LAP TIME,HO Hao-Hsiang ELAPSED TIME,Andriy KOZHUKH POSITION,Andriy KOZHUKH LAP TIME,Andriy KOZHUKH ELAPSED TIME
5,13.318,13.318,3,12.974,12.974,1,12.944,12.944,4,13.235,13.235,2,12.953,12.953
1,9.459,22.776,2,10.117,23.091,3,10.257,23.201,5,10.227,23.461,4,10.283,23.236
1,9.576,32.353,3,9.628,32.719,4,9.525,32.726,5,9.890,33.351,2,9.477,32.713
2,10.203,42.556,4,10.006,42.725,3,9.845,42.571,5,10.006,43.357,1,9.445,42.158
1,9.645,52.200,3,9.645,52.370,2,9.675,52.246,5,10.400,53.757,4,10.481,52.639
1,8.986,1:01.186,3,9.407,1:01.777,2,9.450,1:01.696,5,10.819,1:04.576,4,9.467,1:02.106
1,9.338,1:10.524,3,9.447,1:11.224,2,9.391,1:11.086,5,11.285,1:15.861,4,10.520,1:12.626
1,9.478,1:20.002,2,8.981,1:20.205,3,9.409,1:20.495,5,12.346,1:28.207,4,10.813,1:23.439
1,9.529,1:29.531,3,9.981,1:30.186,2,9.603,1:30.098,5,12.491,1:40.698,4,11.086,1:34.525
