SONG Yang POSITION,SONG Yang LAP TIME,SONG Yang ELAPSED TIME,GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,Karolina MILKOWSKA POSITION,Karolina MILKOWSKA LAP TIME,Karolina MILKOWSKA ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME
1,7.43,7.43,2,7.73,7.73,3,7.80,7.80,4,8.25,8.25
1,9.71,17.14,2,9.51,17.24,3,9.68,17.48,4,9.92,18.17
1,9.14,26.28,2,9.11,26.35,3,9.01,26.49,4,9.23,27.40
1,9.26,35.54,2,9.29,35.64,3,9.39,35.88,4,9.30,36.70
0,9.53,45.07,0,9.45,45.09,3,9.49,45.372,4,9.46,46.166
