Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
3,13.48,13.48,1,13.24,13.24,2,13.36,13.36,4,13.53,13.53
4,10.67,24.15,1,10.71,23.95,2,10.69,24.05,3,10.57,24.10
4,10.47,34.62,1,10.36,34.31,2,10.39,34.44,3,10.37,34.47
4,9.99,44.61,1,9.90,44.21,2,9.89,44.33,3,10.02,44.49
4,9.73,54.34,1,9.82,54.03,2,9.80,54.13,3,9.75,54.24
4,9.77,1:04.11,2,9.80,1:03.83,1,9.53,1:03.66,3,9.73,1:03.97
4,9.77,1:13.88,2,9.38,1:13.21,1,9.41,1:13.07,3,9.51,1:13.48
4,10.26,1:24.14,2,9.55,1:22.76,1,9.58,1:22.65,3,9.69,1:23.17
4,10.76,1:34.895,2,9.82,1:32.579,1,9.76,1:32.410,3,10.25,1:33.413
