Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Balazs KNOCH POSITION,Balazs KNOCH LAP TIME,Balazs KNOCH ELAPSED TIME
2,13.971,13.971,1,13.720,13.720,3,14.153,14.153,4,14.220,14.220
4,11.121,25.092,1,10.985,24.704,3,10.936,25.088,2,10.647,24.866
4,10.303,35.395,1,10.320,35.023,3,10.226,35.314,2,10.187,35.052
4,9.882,45.276,1,9.834,44.857,3,9.919,45.232,2,9.917,44.969
3,9.216,54.491,4,9.665,54.522,1,8.898,54.130,2,9.246,54.215
3,9.130,1:03.621,4,9.185,1:03.707,1,9.387,1:03.516,2,9.371,1:03.585
3,9.529,1:13.149,4,9.726,1:13.433,2,9.499,1:13.015,1,9.362,1:12.947
3,9.238,1:22.386,4,10.452,1:23.884,2,9.355,1:22.370,1,9.413,1:22.360
2,9.94,1:32.323,4,10.50,1:34.375,1,9.86,1:32.231,3,10.07,1:32.425
