Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME
1,6.88,6.88,2,7.00,7.00,3,7.31,7.31,4,7.46,7.46
2,9.16,16.04,1,8.82,15.82,3,9.02,16.33,4,9.07,16.53
2,8.94,24.98,1,8.54,24.36,3,8.79,25.12,4,8.81,25.34
2,8.91,33.89,1,8.68,33.04,3,8.86,33.98,4,8.92,34.26
2,9.00,42.888,1,8.85,41.889,3,9.16,43.134,4,9.14,43.395
