Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Tarik OMERAGIC POSITION,Tarik OMERAGIC LAP TIME,Tarik OMERAGIC ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,Oliver RINGER POSITION,Oliver RINGER LAP TIME,Oliver RINGER ELAPSED TIME,Maxime LAOUN POSITION,Maxime LAOUN LAP TIME,Maxime LAOUN ELAPSED TIME
1,6.76,6.76,4,7.31,7.31,2,6.92,6.92,5,7.55,7.55,3,7.28,7.28
1,9.02,15.78,4,10.09,17.40,2,9.00,15.92,5,10.08,17.63,3,8.97,16.25
1,8.71,24.49,4,9.93,27.33,2,8.70,24.62,5,9.99,27.62,3,8.73,24.98
1,8.89,33.38,4,10.29,37.62,2,8.78,33.40,5,10.36,37.98,3,8.81,33.79
2,9.37,42.747,4,10.42,48.035,1,9.14,42.532,5,10.42,48.400,3,9.05,42.836
