CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME,Assel TAISHMANOVA POSITION,Assel TAISHMANOVA LAP TIME,Assel TAISHMANOVA ELAPSED TIME,WANG Xiran POSITION,WANG Xiran LAP TIME,WANG Xiran ELAPSED TIME
1,7.35,7.35,3,7.72,7.72,4,7.88,7.88,2,7.46,7.46
1,9.42,16.77,4,9.70,17.42,3,9.52,17.40,2,9.41,16.87
1,9.09,25.86,3,9.13,26.55,4,9.29,26.69,2,9.08,25.95
1,9.26,35.12,3,9.36,35.91,4,9.26,35.95,2,9.30,35.25
1,9.50,44.62,3,9.65,45.56,4,9.66,45.61,2,9.46,44.71
