MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME,SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME
3,13.90,13.90,1,13.68,13.68,4,14.07,14.07,2,13.81,13.81,5,14.20,14.20
3,10.62,24.52,1,10.59,24.27,4,10.61,24.68,2,10.58,24.39,5,10.59,24.79
3,10.29,34.81,1,10.37,34.64,4,10.24,34.92,2,10.34,34.73,5,10.22,35.01
3,10.14,44.95,2,10.20,44.84,4,10.22,45.14,1,9.97,44.70,5,10.23,45.24
3,9.86,54.81,2,9.79,54.63,4,9.78,54.92,1,9.81,54.51,5,9.80,55.04
3,9.60,1:04.41,2,9.59,1:04.22,4,9.61,1:04.53,1,9.61,1:04.12,5,9.67,1:04.71
3,9.73,1:14.14,2,9.60,1:13.82,4,9.71,1:14.24,1,9.61,1:13.73,5,9.87,1:14.58
4,10.15,1:24.29,2,9.74,1:23.56,3,9.87,1:24.11,1,9.74,1:23.47,5,10.21,1:24.79
4,10.70,1:34.99,2,9.89,1:33.45,3,10.11,1:34.22,1,9.90,1:33.37,5,10.52,1:35.31
