LIU Songbo POSITION,LIU Songbo LAP TIME,LIU Songbo ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME
1,12.61,12.61,2,12.73,12.73,4,12.87,12.87,3,12.82,12.82
1,9.95,22.56,2,9.92,22.65,4,9.96,22.83,3,9.90,22.72
1,9.47,32.03,2,9.47,32.12,4,9.43,32.26,3,9.48,32.20
1,10.06,42.09,2,10.11,42.23,4,10.09,42.35,3,10.14,42.34
1,9.45,51.54,2,9.43,51.66,3,9.39,51.74,4,9.71,52.05
1,9.46,1:01.00,2,9.52,1:01.18,3,9.53,1:01.27,4,10.03,1:02.08
1,9.25,1:10.25,2,9.24,1:10.42,3,9.27,1:10.54,4,10.11,1:12.19
1,9.56,1:19.81,3,9.67,1:20.09,2,9.33,1:19.87,4,10.79,1:22.98
1,9.67,1:29.481,3,10.14,1:30.223,2,9.75,1:29.618,4,11.62,1:34.597
