Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
2,12.18,12.18,4,12.48,12.48,1,12.11,12.11,3,12.33,12.33
2,9.14,21.32,4,9.04,21.52,1,9.05,21.16,3,9.08,21.41
2,9.01,30.33,4,9.01,30.53,1,9.07,30.23,3,9.02,30.43
2,9.06,39.39,4,9.10,39.63,1,9.08,39.31,3,9.08,39.51
2,9.16,48.55,4,9.05,48.68,1,9.14,48.45,3,9.16,48.67
2,9.26,57.81,3,9.25,57.93,1,9.28,57.73,4,9.38,58.05
1,9.39,1:07.20,3,9.45,1:07.38,2,9.48,1:07.21,4,9.56,1:07.61
1,9.51,1:16.71,2,9.53,1:16.91,3,9.75,1:16.96,4,9.81,1:17.42
1,9.64,1:26.350,2,9.53,1:26.433,3,10.00,1:26.958,4,10.31,1:27.727
