LIN Chueh POSITION,LIN Chueh LAP TIME,LIN Chueh ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Mikael MESSING POSITION,Mikael MESSING LAP TIME,Mikael MESSING ELAPSED TIME,Zbigniew BRODKA POSITION,Zbigniew BRODKA LAP TIME,Zbigniew BRODKA ELAPSED TIME
3,13.807,13.807,2,13.772,13.772,4,13.917,13.917,1,13.757,13.757
2,10.641,24.448,3,10.920,24.691,4,10.871,24.788,1,10.606,24.362
2,10.183,34.631,4,10.943,35.634,3,9.908,34.695,1,9.824,34.185
3,9.738,44.368,2,8.656,44.290,4,9.760,44.455,1,9.566,43.751
4,10.221,54.589,1,9.412,53.701,3,10.072,54.527,2,10.286,54.036
3,9.863,1:04.451,1,9.175,1:02.876,4,10.075,1:04.601,2,9.256,1:03.292
3,10.408,1:14.859,1,9.946,1:12.821,4,10.272,1:14.872,2,9.703,1:12.995
4,11.500,1:26.359,1,9.897,1:22.718,3,10.770,1:25.642,2,10.035,1:23.030
4,11.26,1:37.618,1,10.50,1:33.216,3,11.29,1:36.929,2,10.82,1:33.844
