Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,LIM Yong Jin POSITION,LIM Yong Jin LAP TIME,LIM Yong Jin ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME
1,6.78,6.78,2,6.89,6.89,3,7.03,,4,7.28,7.28
1,8.71,15.49,2,8.66,15.55,3,8.64,,4,8.66,15.94
1,8.23,23.72,2,8.24,23.79,3,8.21,,4,8.14,24.08
1,8.40,32.12,2,8.41,32.20,2,8.32,,4,8.26,32.34
1,8.53,40.65,4,9.46,41.66,3,8.74,,2,8.51,40.85
