START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
2,10.78,10.78,1,10.72,10.72,4,11.33,11.33,5,11.51,11.51,3,10.89,10.89,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
3,14.13,24.91,1,14.04,24.76,4,13.87,25.20,5,13.69,25.20,2,13.91,24.80,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
2,12.80,37.71,1,12.86,37.62,4,12.77,37.97,5,12.96,38.16,3,12.99,37.79,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
2,12.44,50.15,1,12.51,50.13,4,12.38,50.35,5,12.36,50.52,3,12.42,50.21,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
1,12.24,1:02.39,2,12.34,1:02.47,4,12.52,1:02.87,5,12.42,1:02.94,3,12.28,1:02.49,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
2,11.85,1:14.24,3,11.85,1:14.32,5,11.59,1:14.46,4,11.48,1:14.42,1,11.69,1:14.18,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
2,9.69,1:23.93,3,9.72,1:24.04,5,10.04,1:24.50,1,9.31,1:23.73,4,10.07,1:24.25,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
1,9.67,1:33.60,3,9.68,1:33.72,4,9.56,1:34.06,2,9.96,1:33.69,,,,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
1,9.92,1:43.52,3,10.02,1:43.74,5,10.02,1:44.08,2,9.86,1:43.55,4,,1:43.75,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
2,9.51,1:53.03,3,9.40,1:53.14,5,9.63,1:53.71,1,9.46,1:53.01,4,9.51,1:53.26,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
2,9.16,2:02.19,1,9.04,2:02.18,5,9.57,2:03.28,3,9.18,2:02.19,4,9.31,2:02.57,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
2,9.14,2:11.33,3,9.24,2:11.42,5,9.95,2:13.23,1,9.06,2:11.25,4,9.31,2:11.88,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
3,9.29,2:20.62,2,9.19,2:20.61,5,10.50,2:23.73,1,9.21,2:20.46,4,9.46,2:21.34,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
3,9.89,2:30.509,2,9.37,2:29.978,5,10.99,2:34.717,1,9.45,2:29.901,4,10.29,2:31.630,2009-2010,"ISU World Cup 2009/2010, USA, Marquette",1500m,m,Preliminaries,15
