Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
1,13.52,13.52,2,13.53,13.53,3,13.68,13.68,4,13.98,13.98
2,10.45,23.97,1,10.44,23.97,3,10.61,24.29,4,10.46,24.44
2,10.13,34.10,1,10.12,34.09,3,9.96,34.25,4,9.90,34.34
2,9.34,43.44,1,9.33,43.42,3,9.37,43.62,4,9.50,43.84
2,9.62,53.06,1,9.61,53.03,3,9.60,53.22,4,9.67,53.51
2,9.40,1:02.46,1,9.40,1:02.43,3,9.39,1:02.61,4,9.42,1:02.93
2,9.16,1:11.62,1,9.18,1:11.61,3,9.20,1:11.81,4,9.31,1:12.24
1,9.02,1:20.64,2,9.08,1:20.69,3,9.06,1:20.87,4,9.53,1:21.77
1,9.21,1:29.842,2,9.43,1:30.113,3,9.41,1:30.276,4,9.82,1:31.581
