Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
1,7.13,7.13,3,7.33,7.33,2,7.26,7.26,5,7.57,7.57,4,7.43,7.43
1,9.19,16.32,5,9.81,17.14,2,9.49,16.75,4,9.46,17.03,3,9.38,16.81
1,8.78,25.10,5,9.56,26.70,2,9.21,25.96,4,8.99,26.02,2,9.15,25.96
1,8.91,34.01,5,10.05,36.75,4,9.48,35.44,3,9.37,35.39,2,9.36,35.32
1,9.15,43.147,5,10.89,47.622,4,9.76,45.189,3,9.50,44.885,2,9.52,44.837
