SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME
1,6.73,6.73,2,6.97,6.97,4,7.33,7.33,3,7.16,7.16,5,7.54,7.54
1,8.77,15.50,2,8.80,15.77,4,8.89,16.22,3,8.93,16.09,5,8.98,16.52
1,8.34,23.84,2,8.41,24.18,4,8.64,24.86,3,8.51,24.60,5,8.52,25.04
1,8.62,32.46,2,8.64,32.82,4,8.54,33.40,3,8.71,33.31,5,8.62,33.66
1,8.83,41.29,2,9.16,41.98,3,8.85,42.25,5,9.15,42.460,4,8.79,42.452
