KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
2,7.03,7.03,1,6.76,6.76,3,7.10,7.10,4,7.19,7.19
3,9.21,16.24,1,9.27,16.03,2,9.12,16.22,4,9.30,16.49
1,8.54,24.78,3,8.97,25.00,2,8.77,24.99,4,8.66,25.15
1,8.79,33.57,4,9.20,34.20,2,8.79,33.78,3,8.94,34.09
1,9.00,42.568,4,9.28,43.472,2,9.90,42.780,3,9.16,43.243
