ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME
1,13.14,13.14,3,13.44,13.44,2,13.22,13.22,4,13.54,13.54
1,10.21,23.35,3,10.11,23.55,2,10.19,23.41,4,10.12,23.66
1,9.83,33.18,3,9.81,33.36,2,9.85,33.26,4,9.80,33.46
1,9.81,42.99,3,9.82,43.18,2,9.81,43.07,4,9.84,43.30
1,9.74,52.73,3,9.76,52.94,2,9.74,52.81,4,9.82,53.12
1,9.72,1:02.45,3,9.73,1:02.67,2,9.73,1:02.54,4,10.03,1:03.15
1,9.85,1:12.30,3,9.83,1:12.50,2,9.84,1:12.38,4,10.44,1:13.59
1,10.01,1:22.31,3,10.03,1:22.53,2,10.04,1:22.42,4,10.74,1:24.33
1,10.18,1:32.486,3,10.16,1:32.683,2,10.18,1:32.597,4,11.17,1:35.496
