Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,6.69,6.69,3,7.04,7.04,4,7.14,7.14,2,6.81,6.81,5,7.26,7.26
1,8.91,15.60,3,8.99,16.03,4,8.95,16.09,2,8.90,15.71,5,8.93,16.19
1,8.60,24.20,5,30.71,46.74,4,8.53,24.62,2,8.63,24.34,3,8.36,24.55
1,8.65,32.85,5,21.85,1:08.59,3,8.47,33.09,2,8.68,33.02,4,8.57,33.12
1,8.82,41.668,4,21.30,1:29.882,0,,PEN,2,9.22,42.231,3,29.17,1:02.282
