Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
1,6.81,6.81,2,7.09,7.09,3,7.17,7.17,4,7.36,7.36
1,8.86,15.67,2,8.76,15.85,3,8.75,15.92,4,8.75,16.11
1,8.43,24.10,4,8.91,24.76,2,8.26,24.18,3,8.34,24.45
1,8.48,32.58,4,9.52,34.28,2,8.47,32.65,3,8.40,32.85
1,8.89,41.467,4,9.83,44.104,2,8.89,41.539,3,8.73,41.571
