Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
4,13.11,13.11,3,13.04,13.04,1,12.85,12.85,5,14.18,14.18,2,12.93,12.93
5,10.45,23.56,4,10.42,23.46,1,10.42,23.27,3,9.27,23.45,2,10.45,23.38
5,9.71,33.27,4,9.64,33.10,3,9.67,32.94,1,9.37,32.82,2,9.55,32.93
5,9.32,42.59,4,9.39,42.49,3,9.46,42.40,2,9.50,42.32,1,9.26,42.19
5,9.49,52.08,4,9.46,51.95,3,9.46,51.86,2,9.45,51.77,1,9.48,51.67
5,9.48,1:01.56,4,9.45,1:01.40,3,9.45,1:01.31,2,9.47,1:01.24,1,9.42,1:01.09
5,9.44,1:11.00,3,9.32,1:10.72,2,9.16,1:10.47,4,9.56,1:10.80,1,9.25,1:10.34
4,9.77,1:20.77,3,8.88,1:19.60,2,8.95,1:19.42,5,10.22,1:21.02,1,8.98,1:19.32
4,9.97,1:30.74,3,9.11,1:28.71,2,9.14,1:28.56,5,10.64,1:31.66,1,9.13,1:28.45
