Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
4,7.46,7.46,3,7.03,7.03,1,6.66,6.66,2,6.69,6.69
4,9.34,16.80,2,9.09,16.13,1,9.24,15.90,3,9.58,16.28
4,8.86,25.66,3,8.70,24.83,1,8.62,24.53,2,8.50,24.78
4,9.04,34.70,2,8.35,33.18,1,8.46,32.99,3,8.68,33.47
4,9.31,44.007,3,10.03,43.201,1,9.01,42.000,2,8.68,42.143
