Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
2,13.99,13.99,4,14.19,14.19,3,14.07,14.07,1,13.87,13.87
2,11.00,24.99,4,10.98,25.17,3,11.01,25.08,1,11.01,24.88
2,10.75,35.74,4,10.69,35.86,3,10.70,35.78,1,10.74,35.62
2,10.50,46.24,4,10.59,46.45,3,10.55,46.33,1,10.50,46.12
2,10.45,56.69,4,10.46,56.91,3,10.46,56.79,1,10.45,56.57
2,9.84,1:06.53,4,9.90,1:06.81,3,9.90,1:06.69,1,9.96,1:06.53
1,9.56,1:16.09,4,9.66,1:16.47,3,9.67,1:16.36,2,9.70,1:16.23
1,9.62,1:25.71,4,9.70,1:26.17,3,9.71,1:26.07,2,9.60,1:25.83
1,9.75,1:35.456,3,9.69,1:35.860,4,10.16,1:36.227,2,9.73,1:35.560
