PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME
1,7.30,7.30,2,7.41,7.41,3,7.57,7.57,4,7.75,7.75
1,9.56,16.86,2,9.53,16.94,3,9.44,17.01,4,9.47,17.22
1,9.05,25.91,4,9.27,26.21,2,8.99,26.00,3,8.92,26.14
1,9.07,34.98,4,9.11,35.32,2,9.10,35.10,3,9.07,35.21
1,9.27,44.242,4,9.32,44.635,2,9.25,44.341,3,9.23,44.440
