SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,Yulia SHISHKINA POSITION,Yulia SHISHKINA LAP TIME,Yulia SHISHKINA ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME
3,15.36,15.36,2,15.35,15.35,1,15.26,15.26,4,15.41,15.41,5,15.62,15.62
4,11.23,26.59,1,10.96,26.31,3,11.24,26.50,2,11.00,26.41,5,11.05,26.67
3,11.58,38.17,1,11.64,37.95,4,11.73,38.23,2,11.72,38.13,5,11.73,38.40
4,10.36,48.53,1,10.20,48.15,3,10.10,48.33,2,10.08,48.21,5,10.29,48.69
4,9.93,58.46,1,10.04,58.19,3,10.02,58.35,2,10.04,58.25,5,9.97,58.66
4,10.07,1:08.53,1,10.02,1:08.21,3,10.04,1:08.39,2,10.02,1:08.27,5,10.23,1:08.89
4,9.90,1:18.43,1,9.98,1:18.19,3,9.95,1:18.34,1,9.92,1:18.19,5,10.43,1:19.32
4,9.80,1:28.23,3,10.02,1:28.21,2,9.52,1:27.86,1,9.42,1:27.61,5,11.04,1:30.36
3,9.59,1:37.82,4,10.38,1:38.59,2,9.46,1:37.32,1,9.63,1:37.24,5,11.58,1:41.94
