Boren ZUNAC POSITION,Boren ZUNAC LAP TIME,Boren ZUNAC ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
4,7.65,7.65,3,7.23,7.23,1,6.94,6.94,2,7.19,7.19
4,10.00,17.65,3,9.42,16.65,2,9.18,16.12,1,8.93,16.12
4,9.47,27.12,3,9.02,25.67,2,8.96,25.08,1,8.68,24.80
4,9.51,36.63,3,9.01,34.68,2,8.95,34.03,1,8.81,33.61
4,9.83,46.456,3,9.07,43.746,2,9.22,43.241,1,8.87,42.474
