Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME
2,7.37,7.37,1,7.16,7.16,4,7.66,7.66,3,7.52,7.52
2,8.91,16.28,1,9.07,16.23,4,9.41,17.07,3,9.31,16.83
2,8.75,25.03,1,8.73,24.96,4,9.29,26.36,3,9.06,25.89
2,8.79,33.82,1,8.74,33.70,4,9.44,35.80,3,9.21,35.10
2,8.99,42.803,1,8.95,42.648,4,9.82,45.613,3,9.57,44.669
