ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,FAJKUS Radek POSITION,FAJKUS Radek LAP TIME,FAJKUS Radek ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME
1,7.08,7.08,4,7.19,7.19,3,7.10,,2,7.09,7.09
3,21.65,28.73,4,23.72,30.91,2,9.96,,1,9.20,16.29
3,9.96,38.69,4,9.50,40.41,2,21.24,,1,8.94,25.23
2,9.60,48.29,3,9.48,49.89,4,13.64,,1,9.07,34.30
2,10.19,58.451,3,10.08,59.945,4,12.86,,1,9.25,43.540
