Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
3,13.48,13.48,2,13.33,13.33,4,13.55,13.55,1,13.19,13.19
3,10.13,23.61,1,10.12,23.45,4,10.19,23.74,2,10.27,23.46
3,9.65,33.26,1,9.66,33.11,4,9.60,33.34,2,9.72,33.18
2,9.50,42.76,1,9.56,42.67,4,9.66,43.00,3,9.71,42.89
2,9.46,52.22,1,9.45,52.12,3,9.31,52.31,4,9.42,52.31
2,9.23,1:01.45,1,9.25,1:01.37,3,9.25,1:01.56,4,9.54,1:01.85
2,9.01,1:10.46,1,8.95,1:10.32,3,9.02,1:10.58,4,9.12,1:10.97
2,8.94,1:19.40,1,8.96,1:19.28,3,9.09,1:19.67,4,22.96,1:33.93
2,9.18,1:28.576,1,9.11,1:28.382,3,9.37,1:29.040,4,21.64,1:55.566
