Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME,Vera KATSOV POSITION,Vera KATSOV LAP TIME,Vera KATSOV ELAPSED TIME,Alix-Myra ANDERSON POSITION,Alix-Myra ANDERSON LAP TIME,Alix-Myra ANDERSON ELAPSED TIME
2,13.980,13.980,3,14.030,14.030,4,14.480,14.480,1,13.860,13.860
2,10.530,24.510,3,10.510,24.540,4,10.390,24.870,1,10.590,24.460
3,10.430,34.950,2,10.360,34.910,4,10.500,35.380,1,10.310,34.770
2,10.110,45.060,1,10.130,45.040,4,10.330,45.720,3,10.440,45.210
2,10.140,55.200,3,10.220,55.270,4,10.380,56.100,1,9.880,55.100
2,10.040,1:05.250,1,9.950,1:05.220,4,10.720,1:06.820,3,10.170,1:05.270
2,10.280,1:15.540,1,10.190,1:15.410,4,11.120,1:17.940,3,10.290,1:15.570
2,10.260,1:25.800,1,10.330,1:25.750,4,11.520,1:29.460,3,10.560,1:26.130
1,10.650,1:36.450,3,10.780,1:36.530,4,11.950,1:41.420,2,10.340,1:36.480
