Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME
1,6.94,6.94,4,7.48,7.48,3,7.30,7.30,2,7.06,7.06
1,8.97,15.91,4,9.16,16.64,3,9.20,16.50,2,9.16,16.22
1,8.54,24.45,4,8.64,25.28,3,8.63,25.13,2,8.81,25.03
1,8.76,33.21,4,8.82,34.10,2,8.82,33.95,3,9.04,34.07
1,9.06,42.27,3,9.25,43.35,2,9.15,43.10,4,9.51,43.58
