START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,season,competition,event,gender,round,race
1,13.11,13.11,2,13.28,13.28,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepFinalB,1
1,9.72,22.83,2,9.64,22.93,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepFinalB,1
1,9.91,32.75,2,10.04,32.98,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepFinalB,1
1,10.22,42.97,2,10.11,43.10,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepFinalB,1
2,10.32,53.29,1,10.16,53.26,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepFinalB,1
2,10.16,1:03.46,1,10.11,1:03.37,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepFinalB,1
2,10.21,1:13.68,1,10.19,1:13.57,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepFinalB,1
2,10.21,1:23.89,1,10.27,1:23.84,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepFinalB,1
2,10.32,1:34.210,1,10.06,1:33.892,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepFinalB,1
