CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME
1,7.27,7.27,3,7.91,7.91,2,7.49,7.49
1,9.30,16.57,3,9.46,17.37,2,9.51,17.00
1,8.84,25.41,3,9.05,26.42,2,9.12,26.12
1,9.01,34.42,3,9.27,35.69,2,9.42,35.54
1,9.27,43.69,3,9.60,45.29,2,9.66,45.20
