DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME
1,7.57,7.57,2,7.98,7.98,3,8.11,8.11
1,9.91,17.48,2,10.22,18.20,3,10.16,18.27
1,9.39,26.87,2,9.93,28.13,3,9.99,28.26
1,9.51,36.38,2,10.15,38.28,3,10.14,38.40
1,9.66,46.041,3,10.52,48.774,2,10.31,48.695
