SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
2,7.10,7.10,1,6.93,6.93,4,7.33,7.33,3,7.21,7.21
2,8.89,15.99,1,8.82,15.75,4,9.02,16.35,3,9.00,16.21
2,8.49,24.48,1,8.50,24.25,4,8.53,24.88,3,8.48,24.69
2,8.70,33.18,1,8.80,33.05,4,8.83,33.71,3,8.94,33.63
2,9.06,42.233,1,9.15,42.199,4,9.06,42.767,3,9.10,42.729
