Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,7.21,7.21,4,7.49,7.49,2,7.32,7.32,5,7.81,7.81,3,7.47,7.47
1,9.27,16.48,4,9.43,16.92,2,9.26,16.58,5,9.60,17.41,3,9.43,16.90
1,8.75,25.23,3,8.64,25.56,2,8.77,25.35,5,9.18,26.59,4,8.81,25.71
1,8.87,34.10,3,8.76,34.32,2,8.83,34.18,5,9.56,36.15,4,8.96,34.67
1,9.02,43.12,3,9.05,43.375,2,9.05,43.23,5,9.95,46.102,4,9.21,43.889
