Vladislav MIKHAILOV POSITION,Vladislav MIKHAILOV LAP TIME,Vladislav MIKHAILOV ELAPSED TIME,NIESCIER Karol POSITION,NIESCIER Karol LAP TIME,NIESCIER Karol ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,Mak KRSTIC POSITION,Mak KRSTIC LAP TIME,Mak KRSTIC ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME
5,14.94,,3,14.79,14.79,4,14.90,14.90,6,15.20,,2,14.71,14.71,1,14.59,14.59
5,10.16,,3,10.12,24.91,4,10.15,25.05,6,10.84,,2,10.10,24.81,1,10.13,24.72
4,9.82,,3,9.90,34.81,5,9.95,35.00,6,10.60,,2,9.90,34.71,1,9.76,34.48
5,9.63,,3,9.54,44.35,4,9.36,44.36,6,10.84,,2,9.55,44.26,1,9.62,44.10
4,9.48,,5,9.82,54.17,2,9.46,53.82,6,11.53,,3,9.71,53.97,1,9.68,53.78
5,10.10,,4,9.84,1:04.01,2,9.96,1:03.78,6,12.30,,3,9.97,1:03.94,1,9.78,1:03.56
5,9.93,,4,9.84,1:13.85,1,9.68,1:13.46,6,13.67,,3,9.80,1:13.74,2,10.12,1:13.68
5,10.20,,3,10.09,1:23.94,1,9.97,1:23.43,6,12.61,,2,9.83,1:23.57,4,10.29,1:23.97
5,10.98,,3,10.23,1:34.17,1,10.38,1:33.81,6,15.61,1:53.20,2,10.41,1:33.98,4,10.56,1:34.53
