Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME,Dariya VOLOKITINA POSITION,Dariya VOLOKITINA LAP TIME,Dariya VOLOKITINA ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME
1,7.56,7.56,2,7.64,7.64,4,8.09,8.09,3,7.89,7.89
1,9.72,17.28,2,9.80,17.44,4,9.84,17.93,3,9.73,17.62
1,9.27,26.55,2,9.27,26.71,4,9.58,27.51,3,9.38,27.00
1,9.48,36.03,2,9.40,36.11,4,9.75,37.26,3,9.53,36.53
1,9.74,45.762,2,9.80,45.909,4,10.08,47.333,3,9.92,46.450
