BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME
1,6.89,6.89,2,7.05,7.05,3,7.24,7.24,4,7.50,7.50
1,8.92,15.81,2,8.97,16.02,3,8.95,16.19,4,9.01,16.51
1,8.52,24.33,2,8.52,24.54,3,8.80,24.99,4,8.67,25.18
1,8.69,33.02,2,8.68,33.22,4,19.26,44.25,3,9.57,34.75
1,8.93,41.948,2,8.92,42.139,3,14.67,58.917,0,,PEN
