Jennifer PICKERING POSITION,Jennifer PICKERING LAP TIME,Jennifer PICKERING ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME
2,15.24,15.24,1,15.18,15.18,3,15.38,15.38,5,15.47,15.47,4,15.43,15.43
3,11.81,27.05,1,11.68,26.86,5,11.99,27.37,4,11.66,27.13,2,11.52,26.95
1,10.52,37.57,2,10.81,37.67,5,10.73,38.10,4,10.78,37.91,3,10.82,37.77
2,10.18,47.75,1,9.99,47.66,5,10.12,48.22,4,10.10,48.01,3,10.11,47.88
3,9.96,57.71,1,9.81,57.47,5,9.77,57.99,4,9.87,57.88,2,9.70,57.58
3,9.55,1:07.26,1,9.59,1:07.06,4,9.45,1:07.44,5,9.96,1:07.84,2,9.56,1:07.14
4,9.45,1:16.71,1,9.32,1:16.38,3,9.25,1:16.69,5,10.37,1:18.21,2,9.34,1:16.48
4,9.79,1:26.50,1,9.17,1:25.55,3,9.05,1:25.74,5,10.97,1:29.18,2,9.20,1:25.68
3,10.30,1:36.80,1,9.28,1:34.83,2,9.36,1:35.10,4,11.46,1:40.64,5,36.21,2:01.89
