Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME
2,7.171,7.171,1,6.973,6.973,3,7.225,7.225,4,7.497,7.497
3,9.384,16.555,1,9.311,16.284,2,9.101,16.326,4,9.272,16.769
3,8.921,25.476,1,9.009,25.293,2,9.025,25.352,4,8.850,25.619
2,8.843,34.319,1,8.932,34.226,3,9.036,34.388,4,9.050,34.669
2,9.135,43.454,1,9.008,43.234,3,9.444,43.832,4,9.186,43.854
