YOO Ji-Hoon POSITION,YOO Ji-Hoon LAP TIME,YOO Ji-Hoon ELAPSED TIME,Mikael MESSING POSITION,Mikael MESSING LAP TIME,Mikael MESSING ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,CUI Liang POSITION,CUI Liang LAP TIME,CUI Liang ELAPSED TIME
2,6.974,6.974,1,6.719,6.719,4,7.249,7.249,3,7.059,7.059
2,9.905,16.878,3,10.171,16.889,4,9.810,17.059,1,9.641,16.700
2,9.077,25.954,1,9.062,25.951,4,9.138,26.196,3,9.449,26.149
2,9.558,35.512,1,9.444,35.395,4,9.514,35.710,3,9.403,35.552
1,9.74,45.245,4,10.99,46.377,3,9.81,45.514,2,9.71,45.262
