Lubomir POPOVSKI POSITION,Lubomir POPOVSKI LAP TIME,Lubomir POPOVSKI ELAPSED TIME,GUO Wei POSITION,GUO Wei LAP TIME,GUO Wei ELAPSED TIME,Yugo SHINOHARA POSITION,Yugo SHINOHARA LAP TIME,Yugo SHINOHARA ELAPSED TIME,TSOGGEREL Davaanyam POSITION,TSOGGEREL Davaanyam LAP TIME,TSOGGEREL Davaanyam ELAPSED TIME
3,15.696,15.696,2,15.450,15.450,1,15.382,15.382,4,16.106,16.106
3,11.236,26.931,2,11.226,26.675,1,11.217,26.598,4,11.489,27.594
3,10.900,37.830,2,10.893,37.568,1,10.956,37.554,4,11.244,38.838
3,11.095,48.924,1,10.357,47.924,2,10.488,48.041,4,11.574,50.411
3,9.825,58.749,2,10.638,58.562,1,10.358,58.399,4,12.194,1:02.605
3,9.743,1:08.491,1,9.421,1:07.983,2,9.752,1:08.151,4,11.944,1:14.549
3,9.205,1:17.696,2,9.638,1:17.620,1,9.405,1:17.555,4,12.861,1:27.409
2,9.475,1:27.171,1,9.507,1:27.126,3,9.694,1:27.249,4,13.583,1:40.992
3,12.89,1:40.052,1,9.97,1:37.089,2,9.89,1:37.132,4,14.05,1:55.035
