KIM Yun-Jae POSITION,KIM Yun-Jae LAP TIME,KIM Yun-Jae ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Takayuki MURATAKE POSITION,Takayuki MURATAKE LAP TIME,Takayuki MURATAKE ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
3,13.610,13.610,2,13.600,13.600,1,13.543,13.543,4,13.766,13.766,5,13.887,13.887
2,10.147,23.756,4,10.243,23.844,5,10.436,23.979,1,9.954,23.720,3,9.957,23.844
1,10.485,34.241,2,10.592,34.436,5,10.679,34.658,3,10.815,34.536,4,10.810,34.654
3,10.267,44.508,1,9.915,44.351,4,10.022,44.681,5,10.231,44.766,2,9.795,44.449
2,9.737,54.244,1,9.888,54.239,5,9.904,54.584,4,9.807,54.573,3,9.903,54.352
1,9.179,1:03.423,4,9.792,1:04.031,3,9.331,1:03.915,5,9.469,1:04.042,2,9.445,1:03.797
1,9.088,1:12.511,2,8.854,1:12.884,4,9.266,1:13.181,5,9.238,1:13.279,3,9.259,1:13.056
1,9.277,1:21.788,2,9.271,1:22.155,4,9.859,1:23.039,3,9.510,1:22.789,5,11.075,1:24.131
1,9.352,1:31.140,2,9.562,1:31.717,4,9.900,1:32.940,3,9.918,1:32.707,5,10.749,1:34.880
