Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME
3,16.819,16.819,2,16.586,16.586,4,16.948,16.948,1,16.535,16.535
3,11.044,27.862,2,11.230,27.816,4,11.105,28.052,1,11.246,27.781
3,10.755,38.617,2,10.685,38.501,4,10.567,38.619,1,10.611,38.391
4,10.474,49.091,1,10.308,48.809,3,10.431,49.049,2,10.585,48.976
2,9.990,59.080,1,10.259,59.067,3,10.042,59.091,4,10.830,59.806
1,10.354,1:09.433,3,10.537,1:09.604,2,10.358,1:09.448,4,11.387,1:11.193
2,10.290,1:19.723,3,10.716,1:20.319,1,10.070,1:19.517,4,12.172,1:23.364
2,10.569,1:30.291,3,10.838,1:31.156,1,10.382,1:29.898,4,12.609,1:35.973
2,10.87,1:41.160,3,10.95,1:42.105,1,10.84,1:40.737,4,13.01,1:48.979
