FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME
2,13.78,13.78,3,13.88,13.88,4,14.05,14.05,5,14.15,14.15,1,13.65,13.65
2,10.70,24.48,5,10.78,24.66,4,10.60,24.65,1,10.33,24.48,3,10.86,24.51
2,9.87,34.35,5,9.87,34.53,1,9.49,34.14,3,9.94,34.42,4,10.01,34.52
2,9.52,43.87,3,9.42,43.95,1,9.62,43.76,5,10.06,44.48,4,9.71,44.23
2,10.13,54.00,3,10.14,54.09,1,10.13,53.89,5,9.84,54.32,4,9.96,54.19
2,10.00,1:04.00,3,10.00,1:04.09,1,9.99,1:03.88,5,10.00,1:04.32,4,9.99,1:04.18
2,9.67,1:13.67,3,9.67,1:13.76,1,9.70,1:13.58,5,9.98,1:14.30,4,9.96,1:14.14
2,9.73,1:23.40,3,9.72,1:23.48,1,9.74,1:23.32,5,9.88,1:24.18,4,9.94,1:24.08
2,9.81,1:33.209,3,9.83,1:33.307,1,9.84,1:33.151,4,10.00,1:34.179,5,10.14,1:34.215
