GUO Wei POSITION,GUO Wei LAP TIME,GUO Wei ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME
3,6.651,6.651,2,6.648,6.648,1,6.529,6.529,4,7.068,7.068,5,9.964,9.964
1,9.182,15.833,3,9.292,15.940,2,9.393,15.922,4,9.101,16.168,5,9.453,19.417
2,8.877,24.709,1,8.743,24.682,3,8.819,24.740,4,8.890,25.058,5,11.183,30.600
3,9.115,33.824,2,9.076,33.758,1,8.999,33.739,4,9.134,34.191,5,11.305,41.904
1,9.34,43.163,3,9.65,43.408,2,9.48,43.212,4,9.66,43.851,5,11.94,53.842
