LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Matej FILIP POSITION,Matej FILIP LAP TIME,Matej FILIP ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME
2,6.88,6.88,1,6.87,6.87,3,7.13,7.13,4,7.24,7.24,5,7.34,7.34
2,9.19,16.07,1,8.87,15.74,3,9.02,16.15,4,9.34,16.58,5,9.29,16.63
2,8.55,24.62,1,8.51,24.25,3,8.66,24.81,4,9.08,25.66,4,9.03,25.66
2,8.51,33.13,1,8.60,32.85,3,8.55,33.36,4,9.48,35.14,5,9.49,35.15
2,8.81,41.949,1,8.88,41.813,3,8.76,42.011,5,9.72,44.888,4,9.45,44.60
