Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Denis ZASLAVSKY POSITION,Denis ZASLAVSKY LAP TIME,Denis ZASLAVSKY ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME
3,6.927,6.927,1,6.758,6.758,2,6.925,6.925,4,7.168,7.168
3,9.282,16.209,1,9.001,15.759,2,9.191,16.115,4,9.080,16.248
4,9.141,25.349,1,8.923,24.681,3,8.882,24.997,2,8.664,24.912
4,8.986,34.334,1,9.190,33.871,2,9.036,34.032,3,9.130,34.042
4,9.26,43.593,2,9.23,43.092,3,9.19,43.219,1,8.95,42.984
