NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME
4,13.05,13.05,1,12.73,12.73,3,12.89,12.89,2,12.81,12.81,5,13.16,13.16
1,9.65,22.70,4,10.17,22.90,5,10.18,23.07,3,10.05,22.86,2,9.58,22.74
1,9.24,31.94,4,9.25,32.15,5,9.24,32.31,3,9.24,32.10,2,9.27,32.01
1,9.16,41.10,4,9.24,41.39,5,9.18,41.49,3,9.16,41.26,2,9.17,41.18
1,9.15,50.25,4,9.12,50.51,5,9.13,50.62,3,9.13,50.39,2,9.15,50.33
1,8.85,59.10,4,8.87,59.38,5,8.91,59.53,3,8.85,59.24,2,8.84,59.17
1,8.95,1:08.05,4,8.93,1:08.31,5,8.94,1:08.47,2,8.86,1:08.10,3,8.94,1:08.11
1,8.95,1:17.00,3,8.95,1:17.26,4,9.03,1:17.50,2,9.01,1:17.11,5,10.03,1:18.14
1,8.99,1:25.988,3,8.89,1:26.142,4,9.34,1:26.839,2,9.01,1:26.112,5,10.51,1:28.646
