Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,Alvaro PENA POSITION,Alvaro PENA LAP TIME,Alvaro PENA ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
3,7.31,7.31,4,7.55,7.55,1,7.25,7.25,2,7.26,7.26
4,10.25,17.56,3,9.60,17.15,2,9.07,16.32,1,8.87,16.13
4,9.56,27.12,3,9.28,26.43,2,8.59,24.91,1,8.67,24.80
4,9.53,36.65,3,9.34,35.77,2,8.73,33.64,1,8.75,33.55
4,9.82,46.461,3,9.63,45.391,1,8.93,42.569,2,9.10,42.641
