HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Oliver HORSEPOOL POSITION,Oliver HORSEPOOL LAP TIME,Oliver HORSEPOOL ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME
0,13.536,13.536,0,13.146,13.146,0,13.695,13.695,0,13.338,13.338
0,9.823,23.358,0,10.218,23.364,0,9.927,23.622,0,9.822,23.161
0,9.545,32.903,0,9.742,33.106,0,9.408,33.029,0,9.765,32.926
0,9.186,42.089,0,9.368,42.474,0,9.300,42.329,0,9.349,42.275
0,9.304,51.393,0,9.370,51.844,0,9.432,51.761,0,9.375,51.650
0,9.321,1:00.714,0,9.244,1:01.088,0,9.252,1:01.013,0,9.334,1:00.984
0,9.049,1:09.764,0,9.139,1:10.228,0,9.123,1:10.136,0,9.078,1:10.062
0,9.212,1:18.976,0,9.538,1:19.766,0,9.347,1:19.483,0,9.080,1:19.142
0,9.462,1:28.438,0,9.823,1:29.589,0,9.954,1:29.437,0,9.478,1:28.619
